County & State,FIPS,2017,2018,2019,2020,2021
"Tazewell County,  Virginia",51185,95341,98390,98584,105511,109938
"Westmoreland County,  Virginia",51193,199862,207078,218168,210704,219546
"Wise County,  Virginia",51195,91273,86155,88550,90483,94280
"Wythe County,  Virginia",51197,129243,129895,135308,135883,141586
"Buena Vista city,  Virginia",51530,119959,113888,126308,133978,139601
"Covington city,  Virginia",51580,71558,73614,76757,77149,80386
"Emporia city,  Virginia",51595,119959,117966,128067,123607,128794
"Franklin city,  Virginia",51620,186406,189745,174100,173664,180952
"Galax city,  Virginia",51640,94924,107566,104584,102230,106520
"Lexington city,  Virginia",51678,253166,257446,210617,249437,259905
"Martinsville city,  Virginia",51690,92942,91864,89791,92811,96706
"Norton city,  Virginia",51720,95550,94311,94860,99267,103433
"Staunton city,  Virginia",51790,172533,165683,170480,178850,186355
"Waynesboro city,  Virginia",51820,162936,164765,173376,184247,191979
"Amherst County,  Virginia",51009,158253,158108,160604,162252,169793
"Appomattox County,  Virginia",51011,156250,158316,162699,165589,173285
"Bedford County,  Virginia",51019,204569,207575,215186,220959,231228
"Campbell County,  Virginia",51031,159730,161030,162385,163711,171321
"Lynchburg city,  Virginia",51680,160872,167396,183861,177789,186052
"Botetourt County,  Virginia",51023,222704,224896,237043,241566,253867
"Craig County,  Virginia",51045,163424,168467,180414,175896,184854
"Franklin County,  Virginia",51067,179873,180836,187361,188946,198567
"Roanoke County,  Virginia",51161,200814,201077,206729,228623,240265
"Roanoke city,  Virginia",51770,140843,139333,138310,156270,164227
"Salem city,  Virginia",51775,184893,177872,186098,192977,202804
"Arlington County,  Virginia",51013,700919,767632,737803,787729,829810
"Clarke County,  Virginia",51043,383727,347841,350221,360342,379592
"Fairfax County,  Virginia",51059,583100,592093,593790,608388,640889
"Fauquier County,  Virginia",51061,399148,407364,436629,447833,471757
"Loudoun County,  Virginia",51107,511188,531317,556744,577668,608528
"Prince William County,  Virginia",51153,395510,395564,412001,421160,443659
"Spotsylvania County,  Virginia",51177,288500,298552,308270,303260,319461
"Stafford County,  Virginia",51179,341150,361730,364101,380372,400693
"Warren County,  Virginia",51187,248636,241223,250456,254066,267639
"Alexandria city,  Virginia",51510,579676,598567,586277,594170,625911
"Fairfax city,  Virginia",51600,547698,524112,556535,581611,612682
"Falls Church city,  Virginia",51610,837212,774838,790294,819176,862938
"Fredericksburg city,  Virginia",51630,370217,356300,361596,381099,401458
"Manassas city,  Virginia",51683,322237,320586,326741,336886,354883
"Manassas Park city,  Virginia",51685,289163,274952,293764,319658,336735
"Albemarle County,  Virginia",51003,344730,359774,413383,415769,434595
"Fluvanna County,  Virginia",51065,238888,244094,244992,240347,251231
"Greene County,  Virginia",51079,267919,259504,253172,242088,253050
"Nelson County,  Virginia",51125,234900,247625,259015,240655,251551
"Charlottesville city,  Virginia",51540,316118,297279,301512,306809,320701
"Rockingham County,  Virginia",51165,199673,231722,222551,230296,240063
"Harrisonburg city,  Virginia",51660,213251,205069,210199,210734,219671
"Amelia County,  Virginia",51007,196107,196254,213864,210967,223232
"Caroline County,  Virginia",51033,214478,204842,204134,215785,228330
"Charles City County,  Virginia",51036,183248,172822,176721,175876,186101
"Chesterfield County,  Virginia",51041,240398,254992,258228,273503,289403
"Cumberland County,  Virginia",51049,158217,155434,153074,152936,161826
"Dinwiddie County,  Virginia",51053,178311,169747,169815,176295,186544
"Goochland County,  Virginia",51075,365578,347448,359928,393023,415872
"Hanover County,  Virginia",51085,292913,309172,308345,314355,332631
"Henrico County,  Virginia",51087,249749,253402,265866,269523,285192
"King and Queen County,  Virginia",51097,178885,180244,169292,191903,203059
"King William County,  Virginia",51101,227912,211734,215643,214005,226446
"Louisa County,  Virginia",51109,222401,225729,228199,233698,247284
"New Kent County,  Virginia",51127,281302,272063,277061,294453,311572
"Powhatan County,  Virginia",51145,295424,280227,283967,292463,309466
"Prince George County,  Virginia",51149,238245,224881,228303,223432,236422
"Sussex County,  Virginia",51183,161203,128927,132148,131776,139437
"Colonial Heights city,  Virginia",51570,194385,173140,175779,179856,190312
"Hopewell city,  Virginia",51670,142143,129776,125242,128738,136222
"Petersburg city,  Virginia",51730,128480,119703,113210,113235,119818
"Richmond city,  Virginia",51760,217348,247253,267749,261352,276546
"Gloucester County,  Virginia",51073,238546,229755,241324,241438,254558
"Isle of Wight County,  Virginia",51093,258664,255386,277263,280068,295288
"James City County,  Virginia",51095,344285,356168,371023,351345,370438
"Mathews County,  Virginia",51115,267073,232934,237624,237554,250463
"Surry County,  Virginia",51181,179894,177058,201262,207636,218920
"York County,  Virginia",51199,320381,336791,344597,363417,383166
"Chesapeake city,  Virginia",51550,268225,277019,290265,305367,321961
"Hampton city,  Virginia",51650,190097,188746,197034,203123,214161
"Newport News city,  Virginia",51700,203239,197358,216589,195880,206524
"Norfolk city,  Virginia",51710,211931,209558,224622,228841,241277
"Poquoson city,  Virginia",51735,327641,324795,343540,339168,357599
"Portsmouth city,  Virginia",51740,167951,179621,193017,178034,187709
"Suffolk city,  Virginia",51800,242356,258360,280752,276604,291635
"Virginia Beach city,  Virginia",51810,272055,289425,301681,310930,327827
"Williamsburg city,  Virginia",51830,341266,314748,317220,321217,338673
"Scott County,  Virginia",51169,97978,94112,101791,98517,102717
"Washington County,  Virginia",51191,138812,142676,152363,157751,164477
"Bristol city,  Virginia",51520,122073,118654,120985,116080,121028
"Skagit County,  Washington",53057,302731,330923,359395,379591,408769
"Asotin County,  Washington",53003,193434,183758,198936,208681,230286
"Benton County,  Washington",53005,228323,259202,281597,294640,313190
"Franklin County,  Washington",53021,206683,227737,239443,270069,287072
"Adams County,  Washington",53001,165930,163196,164690,165781,180244
"Clallam County,  Washington",53009,249784,278182,300386,299907,326072
"Columbia County,  Washington",53013,185593,175574,182065,192498,209293
"Ferry County,  Washington",53019,199021,180134,183557,181983,197860
"Garfield County,  Washington",53023,168928,156138,148274,160308,174294
"Grant County,  Washington",53025,181754,193164,214897,216641,235542
"Grays Harbor County,  Washington",53027,178466,183717,206049,236707,257358
"Island County,  Washington",53029,348654,395015,418387,411072,446935
"Jefferson County,  Washington",53031,341094,330084,331619,362679,394320
"Kittitas County,  Washington",53037,291219,278726,293138,307847,334705
"Klickitat County,  Washington",53039,240504,238008,251459,280056,304489
"Lewis County,  Washington",53041,192638,214880,262651,265678,288857
"Lincoln County,  Washington",53043,170846,163413,163944,174686,189927
"Mason County,  Washington",53045,244939,224435,246022,272760,296556
"Okanogan County,  Washington",53047,195064,183609,184943,196039,213142
"Pacific County,  Washington",53049,187272,177420,182065,189709,206260
"Pend Oreille County,  Washington",53051,214847,201959,222145,232522,252808
"San Juan County,  Washington",53055,558098,491109,501532,524489,570247
"Stevens County,  Washington",53065,206934,200439,199334,213744,232392
"Wahkiakum County,  Washington",53069,213888,219984,220653,234775,255258
"Walla Walla County,  Washington",53071,230673,213143,223637,241213,262257
"Whitman County,  Washington",53075,217964,216509,221932,233488,253858
"Thurston County,  Washington",53067,279323,312855,336060,358350,392916
"Spokane County,  Washington",53063,220140,245489,267676,285047,314856
"Yakima County,  Washington",53077,177683,194667,201389,229120,244150
"Whatcom County,  Washington",53073,339999,391695,387936,421438,454343
"Cowlitz County,  Washington",53015,220267,230398,265103,301257,328402
"Clark County,  Washington",53011,317642,349636,374709,388589,416716
"Skamania County,  Washington",53059,345518,263926,295169,310766,333261
"King County,  Washington",53033,538562,626308,656455,677274,727104
"Pierce County,  Washington",53053,306836,333601,349724,381401,409462
"Snohomish County,  Washington",53061,416122,453284,470225,497791,534415
"Chelan County,  Washington",53007,282517,319813,339970,363152,391905
"Douglas County,  Washington",53017,259097,252739,266368,286034,308681
"Kitsap County,  Washington",53035,319096,364428,393038,402929,438015
"Pleasants County,  West Virginia",54073,112677,103536,113713,113173,116652
"Wirt County,  West Virginia",54105,89760,80495,91502,101707,104834
"Wood County,  West Virginia",54107,119237,129247,136562,138865,143134
"Mineral County,  West Virginia",54057,121122,125091,141970,153603,156372
"Cabell County,  West Virginia",54011,121209,141652,129230,131146,135173
"Wayne County,  West Virginia",54099,86672,91865,104799,103230,106399
"Boone County,  West Virginia",54005,77302,73085,69435,74336,77394
"Clay County,  West Virginia",54015,79650,80516,81553,83382,86811
"Kanawha County,  West Virginia",54039,109469,113903,118804,111037,115604
"Lincoln County,  West Virginia",54043,82713,83468,81156,87541,91141
"Putnam County,  West Virginia",54079,151744,160320,162709,173937,181091
"Hampshire County,  West Virginia",54027,136735,140712,153244,160351,167055
"Jefferson County,  West Virginia",54037,241415,237359,251083,261850,275838
"Brooke County,  West Virginia",54009,97693,92771,100188,99022,102291
"Hancock County,  West Virginia",54029,97580,91548,100188,98810,102071
"Monongalia County,  West Virginia",54061,199949,222298,214575,224406,229425
"Preston County,  West Virginia",54077,119275,109303,114813,117396,120022
"Marshall County,  West Virginia",54051,105458,103987,103533,113803,115538
"Ohio County,  West Virginia",54069,119839,119617,119669,129004,130972
"Barbour County,  West Virginia",54001,98543,103620,109117,115212,117732
"Braxton County,  West Virginia",54007,84603,93278,96831,90247,92221
"Calhoun County,  West Virginia",54013,75663,81810,76528,87218,89126
"Doddridge County,  West Virginia",54017,97905,108432,121611,122524,125203
"Fayette County,  West Virginia",54019,82049,88466,94228,95365,97451
"Gilmer County,  West Virginia",54021,83751,93790,95061,97455,99586
"Grant County,  West Virginia",54023,132917,148058,142956,146234,149433
"Greenbrier County,  West Virginia",54025,112058,118160,125464,129522,132355
"Hardy County,  West Virginia",54031,126425,124815,131607,143832,146978
"Harrison County,  West Virginia",54033,115031,123279,120674,129417,132248
"Jackson County,  West Virginia",54035,118764,116009,125984,136416,139400
"Lewis County,  West Virginia",54041,101629,100958,109117,108840,111221
"Logan County,  West Virginia",54045,87369,87851,93811,93067,95103
"McDowell County,  West Virginia",54047,37778,35632,35192,36558,37358
"Marion County,  West Virginia",54049,106205,112733,117446,122001,124670
"Mason County,  West Virginia",54053,84709,80172,80588,91501,93502
"Mercer County,  West Virginia",54055,90668,91538,95998,101006,103216
"Mingo County,  West Virginia",54059,77898,72698,78922,81578,83362
"Monroe County,  West Virginia",54063,108121,108227,112553,112705,115170
"Nicholas County,  West Virginia",54067,88433,91026,96935,99335,101508
"Pendleton County,  West Virginia",54071,106951,110480,127338,128268,131074
"Pocahontas County,  West Virginia",54075,122914,120003,129420,127119,129900
"Raleigh County,  West Virginia",54081,107511,103620,109325,108527,110901
"Randolph County,  West Virginia",54083,107696,102186,103286,115212,117732
"Ritchie County,  West Virginia",54085,77791,84063,89334,101006,103216
"Roane County,  West Virginia",54087,94606,94917,97664,103304,105563
"Summers County,  West Virginia",54089,94925,97374,99330,96306,98412
"Taylor County,  West Virginia",54091,94500,102596,107867,111765,114209
"Tucker County,  West Virginia",54093,110675,106794,121924,127015,129793
"Tyler County,  West Virginia",54095,92691,94609,101412,100588,102788
"Upshur County,  West Virginia",54097,115783,114576,117238,124299,127018
"Webster County,  West Virginia",54101,68959,70035,69968,72595,74183
"Wetzel County,  West Virginia",54103,88859,92869,105160,108214,110580
"Wyoming County,  West Virginia",54109,64064,69523,69968,74684,76317
"Berkeley County,  West Virginia",54003,174551,186222,185832,207747,219829
"Morgan County,  West Virginia",54065,178028,182583,188240,192413,203603
"Racine County,  Wisconsin",55101,171719,184505,193955,211985,221219
"Sheboygan County,  Wisconsin",55117,155768,164902,174659,177402,183627
"Marathon County,  Wisconsin",55073,160558,156430,172852,173086,179535
"Adams County,  Wisconsin",55001,143369,134221,131554,136396,143421
"Ashland County,  Wisconsin",55003,118748,112796,115780,117669,123730
"Barron County,  Wisconsin",55005,146093,152810,157949,159389,167598
"Bayfield County,  Wisconsin",55007,175726,171610,174879,177076,186196
"Buffalo County,  Wisconsin",55011,158512,157956,163943,166152,174709
"Burnett County,  Wisconsin",55013,162107,158377,164153,165216,173725
"Clark County,  Wisconsin",55019,123215,123299,127558,132339,139155
"Crawford County,  Wisconsin",55023,134545,133381,137863,139621,146813
"Dodge County,  Wisconsin",55027,163700,172975,182766,180405,189697
"Door County,  Wisconsin",55029,211459,214985,217784,222750,234222
"Dunn County,  Wisconsin",55033,167446,164573,170147,171874,180726
"Florence County,  Wisconsin",55037,153284,139262,137548,134836,141780
"Forest County,  Wisconsin",55041,137814,138002,136917,137645,144734
"Grant County,  Wisconsin",55043,145113,144093,151429,153667,161581
"Green County,  Wisconsin",55045,174526,171820,175510,178325,187509
"Green Lake County,  Wisconsin",55047,152848,146299,149957,152522,160378
"Iron County,  Wisconsin",55051,114063,112586,118935,123807,130184
"Jackson County,  Wisconsin",55053,138358,135901,140072,141390,148672
"Jefferson County,  Wisconsin",55055,185797,201017,208846,217444,228643
"Juneau County,  Wisconsin",55057,127246,126134,130502,130882,137623
"Lafayette County,  Wisconsin",55065,135089,132961,141544,145656,153158
"Langlade County,  Wisconsin",55067,119511,111536,119040,118501,124605
"Lincoln County,  Wisconsin",55069,144458,142308,147012,145344,152829
"Manitowoc County,  Wisconsin",55071,136824,129285,136601,145968,153486
"Marinette County,  Wisconsin",55075,120382,122458,123141,128801,135435
"Marquette County,  Wisconsin",55077,157423,151235,158054,161574,169895
"Menominee County,  Wisconsin",55078,90967,89691,108629,105913,111368
"Monroe County,  Wisconsin",55081,147400,151340,157107,161262,169567
"Oneida County,  Wisconsin",55085,177141,173290,176457,181134,190463
"Pepin County,  Wisconsin",55091,154481,151025,156371,157725,165848
"Polk County,  Wisconsin",55095,168971,166253,173197,176556,185649
